city,station,lng,lat
奉贤区,奉贤奉浦,121.437477,31.008177
静安区,静安市北高新,121.461655,31.235674
奉贤区,奉贤海湾,121.56321,30.859665
普陀区,普陀监测站,121.406082,31.236645
金山区,金山廊下,121.188637,30.792231
静安区,静安监测站,121.428192,31.226849
嘉定区,嘉定天华学院,121.193596,31.419996
浦东新区,浦东周浦,121.570732,31.116537
虹口区,虹口嘉兴,121.486,31.258518
徐汇区,徐汇上师大,121.413818,31.170113
宝山区,庙行,121.445076,31.321625
浦东新区,浦东监测站,121.552727,31.236856
浦东新区,浦东张江,121.584099,31.192503
杨浦区,杨浦新江湾城,121.51786,31.331097
金山区,金山枫泾,121.005981,30.890526
奉贤区,奉贤南桥,121.454323,30.905537
杨浦区,杨浦监测站,121.536255,31.299585
长宁区,长宁华阳,121.419312,31.218098
长宁区,长宁仙霞,121.384399,31.207914
徐汇区,徐汇华泾,121.451775,31.119724
黄浦区,卢湾师专附小,121.477821,31.204191
宝山区,罗店,121.342049,31.417072
静安区,静安七一中学,121.431824,31.236553
浦东新区,浦东惠南,121.74514,31.050184
长宁区,长宁程桥,121.36499,31.207968
普陀区,普陀桃浦,121.358879,31.280832
崇明县,崇明现代农业园区,121.403191,31.623533
嘉定区,嘉定方泰,121.212669,31.318129
崇明县,崇明绿华,121.216049,31.764362
浦东新区,浦东川沙,121.691917,31.194893
静安区,静安和田中学,121.458115,31.243185
金山区,金山朱泾,121.16217,30.900785
闵行区,浦江,121.501778,31.090628
闵行区,莘庄,121.365746,31.123154
闵行区,江川,121.402855,31.008627
松江区,松江区,121.223335,31.034357
松江区,松江图书馆站,121.218887,31.037754
松江区,松江岳阳站,121.24028,31.007481
松江区,松江中山站,121.28875,31.054878
青浦区,青浦夏阳,121.125504,31.156099
青浦区,青浦盈浦,121.103752,31.145611
青浦区,青浦朱家角,121.0476,31.1173
崇明县,崇明森林公园,121.47901,31.68948
崇明区,崇明森林公园,121.47901,31.68948
崇明区,崇明城桥,121.39697,31.6217
松江区,松江中辰路,121.26646,31.05164
宝山区,宝山杨行,121.4456,31.393253
宝山区,宝山罗店,121.34085,31.41151
宝山区,宝山庙行,121.4261,31.32259
闵行区,闵行莘庄,121.3663,31.1158
闵行区,闵行江川,121.4115,31.0065
闵行区,闵行浦江,121.4996,31.0739
崇明县,崇明城桥,121.39697,31.6217
